spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
52.0,1.0,0.0,376.0,4.0,6.0,7.0,409.0,73.0,104.0,4.0,1602533100.0,0.61,0.0,795.0,0.7,1.0,1996356100.0,1314406400.0,50.0,1.0,780.0,1.0,40.0,4.0,194.0,4.0,4.134,0.004,0.999,0.157,1483.509
52.0,1.0,0.0,370.0,4.0,6.0,7.0,412.0,73.0,106.0,4.0,1634115800.0,0.6,0.0,792.0,0.69,1.0,2043993000.0,1315779000.0,49.0,1.0,770.0,1.0,40.0,4.0,201.0,4.0,4.454,0.006,0.998,0.268,656.114
52.0,1.0,0.0,370.0,4.0,6.0,7.0,406.0,72.0,105.0,4.0,1578746400.0,0.62,0.0,752.0,0.7,1.0,2058943000.0,1346380400.0,49.0,1.0,785.0,1.0,40.0,4.0,203.0,4.0,2.129,0.007,0.998,0.224,597.36
51.0,1.0,0.0,377.0,4.0,6.0,7.0,413.0,73.0,105.0,4.0,1635843500.0,0.6,0.0,748.0,0.7,1.0,2035391400.0,1324737400.0,48.0,1.0,774.0,1.0,40.0,4.0,192.0,4.0,4.279,0.007,0.998,0.232,575.141
51.0,1.0,0.0,376.0,4.0,6.0,7.0,384.0,72.0,105.0,4.0,1607763200.0,0.6,0.0,779.0,0.71,1.0,2056501800.0,1309416700.0,50.0,1.0,773.0,1.0,40.0,4.0,192.0,4.0,8.799,0.007,0.999,0.259,565.544
52.0,1.0,0.0,375.0,4.0,6.0,7.0,397.0,74.0,105.0,4.0,1606164900.0,0.6,0.0,800.0,0.7,1.0,2044040800.0,1337928000.0,49.0,1.0,791.0,1.0,39.0,4.0,191.0,4.0,6.339,0.008,0.999,0.218,559.787
53.0,1.0,0.0,371.0,4.0,6.0,7.0,408.0,71.0,104.0,4.0,1591498200.0,0.6,0.0,815.0,0.69,1.0,2073078800.0,1319638500.0,51.0,1.0,773.0,1.0,39.0,4.0,200.0,4.0,4.322,0.008,0.998,0.258,499.556
53.0,1.0,0.0,374.0,4.0,6.0,7.0,413.0,71.0,104.0,4.0,1595624600.0,0.59,0.0,754.0,0.7,1.0,2047293200.0,1335936500.0,49.0,1.0,774.0,1.0,40.0,4.0,207.0,4.0,2.231,0.008,0.997,0.267,485.172
51.0,1.0,0.0,375.0,4.0,6.0,7.0,415.0,72.0,107.0,4.0,1590853900.0,0.6,0.0,780.0,0.7,1.0,2038266900.0,1365212200.0,50.0,1.0,784.0,1.0,40.0,4.0,208.0,4.0,0.028,0.007,0.998,0.293,463.385
52.0,1.0,0.0,374.0,4.0,6.0,7.0,405.0,75.0,102.0,4.0,1605865100.0,0.62,0.0,781.0,0.7,1.0,2029442300.0,1289179100.0,48.0,1.0,777.0,1.0,39.0,4.0,197.0,4.0,4.307,0.008,0.997,0.28,453.511
