spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
32.0,1.0,1.0,436.0,4.0,8.0,4.0,577.0,107.0,113.0,5.0,1895176700.0,0.89,0.0,232.0,0.53,0.0,1744634800.0,1528891400.0,70.0,0.0,678.0,1.0,23.0,3.0,193.0,4.0,4.167,0.006,0.999,0.192,866.721
32.0,1.0,1.0,446.0,4.0,8.0,4.0,591.0,109.0,115.0,5.0,1852928800.0,0.89,0.0,243.0,0.52,0.0,1772881700.0,1524329000.0,68.0,0.0,680.0,1.0,23.0,3.0,196.0,4.0,4.034,0.007,0.999,0.222,626.046
32.0,1.0,1.0,441.0,4.0,8.0,4.0,579.0,109.0,116.0,5.0,1834700000.0,0.88,0.0,245.0,0.52,0.0,1768649100.0,1547249200.0,70.0,0.0,676.0,1.0,22.0,3.0,189.0,4.0,8.398,0.006,0.998,0.285,612.486
32.0,1.0,1.0,447.0,4.0,8.0,4.0,594.0,108.0,114.0,5.0,1892402700.0,0.9,0.0,219.0,0.52,0.0,1772471300.0,1540891400.0,70.0,0.0,676.0,1.0,22.0,3.0,194.0,4.0,6.198,0.009,0.999,0.219,494.926
32.0,1.0,1.0,447.0,4.0,8.0,4.0,574.0,111.0,115.0,5.0,1875596500.0,0.88,0.0,227.0,0.53,0.0,1783395700.0,1509000200.0,71.0,0.0,670.0,1.0,23.0,3.0,193.0,4.0,4.305,0.009,0.998,0.255,430.486
32.0,1.0,1.0,445.0,4.0,8.0,4.0,583.0,110.0,114.0,5.0,1847211500.0,0.87,0.0,240.0,0.53,0.0,1802941400.0,1501203200.0,69.0,0.0,656.0,1.0,23.0,3.0,193.0,4.0,4.277,0.008,0.997,0.299,408.656
32.0,1.0,1.0,438.0,4.0,8.0,4.0,569.0,109.0,116.0,5.0,1864370200.0,0.9,0.0,249.0,0.52,0.0,1767588700.0,1512335400.0,71.0,0.0,653.0,1.0,22.0,3.0,191.0,4.0,8.77,0.007,0.998,0.346,408.014
32.0,1.0,1.0,442.0,4.0,8.0,4.0,586.0,106.0,111.0,5.0,1873627400.0,0.9,0.0,236.0,0.55,0.0,1787506300.0,1499813100.0,69.0,0.0,663.0,1.0,22.0,3.0,196.0,4.0,2.11,0.008,0.997,0.309,402.055
32.0,1.0,1.0,449.0,4.0,8.0,4.0,573.0,111.0,111.0,5.0,1851471000.0,0.87,0.0,235.0,0.53,0.0,1775310600.0,1517673900.0,70.0,0.0,673.0,1.0,22.0,3.0,187.0,4.0,6.487,0.008,0.997,0.31,389.361
32.0,1.0,1.0,447.0,4.0,8.0,4.0,584.0,107.0,117.0,5.0,1881901800.0,0.9,0.0,242.0,0.54,0.0,1761435600.0,1521148500.0,69.0,0.0,661.0,1.0,23.0,3.0,192.0,4.0,6.717,0.008,0.997,0.349,380.021
32.0,1.0,1.0,429.0,4.0,8.0,4.0,576.0,106.0,112.0,5.0,1854223400.0,0.89,0.0,255.0,0.54,0.0,1765612500.0,1510684700.0,69.0,0.0,655.0,1.0,23.0,3.0,198.0,4.0,2.048,0.01,0.998,0.311,330.996
32.0,1.0,1.0,441.0,4.0,8.0,4.0,575.0,109.0,119.0,5.0,1892701800.0,0.9,0.0,209.0,0.52,0.0,1761620700.0,1513774000.0,71.0,0.0,675.0,1.0,23.0,3.0,196.0,4.0,6.478,0.012,0.999,0.268,298.808
32.0,1.0,1.0,456.0,4.0,8.0,4.0,583.0,110.0,115.0,5.0,1841960700.0,0.9,0.0,230.0,0.51,0.0,1767389200.0,1565151900.0,69.0,0.0,671.0,1.0,22.0,3.0,193.0,4.0,8.428,0.01,0.997,0.349,296.091
32.0,1.0,1.0,441.0,4.0,8.0,4.0,575.0,112.0,114.0,5.0,1876084000.0,0.9,0.0,223.0,0.52,0.0,1793392300.0,1518055700.0,71.0,0.0,672.0,1.0,21.0,3.0,190.0,4.0,8.438,0.011,0.998,0.297,295.015
33.0,1.0,1.0,434.0,4.0,8.0,4.0,585.0,108.0,119.0,5.0,1876085500.0,0.9,0.0,232.0,0.52,0.0,1764487800.0,1513864600.0,69.0,0.0,650.0,1.0,23.0,3.0,200.0,4.0,2.022,0.012,0.998,0.278,294.811
32.0,1.0,1.0,436.0,4.0,8.0,4.0,585.0,108.0,117.0,5.0,1913900500.0,0.9,0.0,233.0,0.55,0.0,1784730900.0,1528575200.0,69.0,0.0,654.0,1.0,23.0,3.0,192.0,4.0,2.19,0.011,0.997,0.304,290.308
32.0,1.0,1.0,448.0,4.0,8.0,4.0,590.0,110.0,113.0,5.0,1872207400.0,0.9,0.0,216.0,0.5,0.0,1760266000.0,1518475600.0,70.0,0.0,681.0,1.0,22.0,3.0,194.0,4.0,8.605,0.011,0.998,0.334,277.347
32.0,1.0,1.0,445.0,4.0,8.0,4.0,589.0,107.0,108.0,5.0,1850146600.0,0.9,0.0,226.0,0.54,0.0,1776089200.0,1524996600.0,68.0,0.0,663.0,1.0,22.0,3.0,196.0,4.0,0.087,0.01,0.997,0.347,276.117
32.0,1.0,1.0,447.0,4.0,8.0,4.0,569.0,108.0,114.0,5.0,1888733200.0,0.9,0.0,226.0,0.53,0.0,1784424600.0,1497794800.0,69.0,0.0,642.0,1.0,23.0,3.0,190.0,4.0,4.517,0.011,0.997,0.329,271.074
32.0,1.0,1.0,450.0,4.0,8.0,4.0,584.0,111.0,115.0,5.0,1859674100.0,0.9,0.0,231.0,0.51,0.0,1797541900.0,1521367600.0,69.0,0.0,661.0,1.0,23.0,3.0,198.0,4.0,6.16,0.012,0.997,0.322,266.294
32.0,1.0,1.0,430.0,4.0,8.0,4.0,574.0,109.0,112.0,5.0,1870966500.0,0.9,0.0,247.0,0.5,0.0,1793651600.0,1490984300.0,70.0,0.0,648.0,1.0,23.0,3.0,192.0,4.0,8.352,0.011,0.996,0.343,261.345
33.0,1.0,1.0,447.0,4.0,8.0,4.0,579.0,115.0,114.0,5.0,1842111700.0,0.88,0.0,233.0,0.5,0.0,1771244800.0,1503854600.0,68.0,0.0,666.0,1.0,22.0,3.0,197.0,4.0,2.166,0.012,0.997,0.326,258.729
32.0,1.0,1.0,433.0,4.0,8.0,4.0,572.0,106.0,113.0,5.0,1896787700.0,0.9,0.0,220.0,0.53,0.0,1759099800.0,1496970500.0,68.0,0.0,649.0,1.0,23.0,3.0,195.0,4.0,0.301,0.011,0.996,0.345,256.168
32.0,1.0,1.0,451.0,4.0,8.0,4.0,588.0,106.0,111.0,5.0,1836711600.0,0.9,0.0,258.0,0.53,0.0,1782987500.0,1563378600.0,68.0,0.0,697.0,1.0,22.0,3.0,197.0,4.0,2.052,0.011,0.996,0.353,249.598
33.0,1.0,1.0,440.0,4.0,8.0,4.0,585.0,111.0,119.0,5.0,1872300000.0,0.89,0.0,229.0,0.5,0.0,1738161700.0,1553126900.0,70.0,0.0,672.0,1.0,23.0,3.0,197.0,4.0,6.441,0.013,0.997,0.316,243.939
32.0,1.0,1.0,446.0,4.0,8.0,4.0,581.0,109.0,114.0,5.0,1867648800.0,0.89,0.0,202.0,0.5,0.0,1763313700.0,1527581600.0,68.0,0.0,674.0,1.0,23.0,3.0,191.0,4.0,8.687,0.015,0.998,0.283,240.509
32.0,1.0,1.0,442.0,4.0,8.0,4.0,585.0,103.0,116.0,5.0,1876462800.0,0.89,0.0,239.0,0.52,0.0,1754755300.0,1539454000.0,67.0,0.0,674.0,1.0,25.0,3.0,200.0,4.0,2.083,0.013,0.997,0.322,238.659
32.0,1.0,1.0,442.0,4.0,8.0,4.0,576.0,108.0,120.0,5.0,1912521200.0,0.88,0.0,242.0,0.55,0.0,1771777300.0,1538051000.0,70.0,0.0,658.0,1.0,24.0,3.0,194.0,4.0,6.379,0.011,0.996,0.381,236.649
32.0,1.0,1.0,434.0,4.0,8.0,4.0,584.0,109.0,121.0,5.0,1861777700.0,0.88,0.0,230.0,0.51,0.0,1750311600.0,1524313000.0,69.0,0.0,687.0,1.0,24.0,3.0,201.0,4.0,2.015,0.014,0.997,0.311,236.459
32.0,1.0,1.0,445.0,4.0,8.0,4.0,580.0,113.0,113.0,5.0,1879753700.0,0.9,0.0,210.0,0.52,0.0,1788948200.0,1528652000.0,72.0,0.0,658.0,1.0,22.0,3.0,190.0,4.0,6.304,0.014,0.998,0.302,233.202
