spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
37.0,0.0,1.0,260.0,4.0,5.0,4.0,509.0,86.0,40.0,9.0,1119833900.0,0.76,0.0,652.0,0.79,0.0,1461130200.0,1288648300.0,65.0,1.0,659.0,0.0,22.0,4.0,236.0,2.0,6.186,0.008,0.998,0.238,549.845
36.0,0.0,1.0,267.0,4.0,5.0,4.0,515.0,83.0,34.0,9.0,1095423400.0,0.77,0.0,660.0,0.79,0.0,1443999200.0,1288963800.0,67.0,1.0,663.0,0.0,22.0,4.0,242.0,2.0,6.159,0.008,0.998,0.231,540.474
36.0,0.0,1.0,267.0,4.0,5.0,4.0,521.0,84.0,36.0,9.0,1096985300.0,0.76,0.0,650.0,0.78,0.0,1457318100.0,1310685000.0,64.0,1.0,651.0,0.0,23.0,4.0,241.0,2.0,4.165,0.008,0.998,0.237,535.269
37.0,0.0,1.0,262.0,4.0,5.0,4.0,518.0,87.0,39.0,9.0,1113513900.0,0.77,0.0,663.0,0.78,0.0,1450989400.0,1310445000.0,65.0,1.0,653.0,0.0,23.0,4.0,240.0,2.0,2.042,0.009,0.998,0.225,522.758
36.0,0.0,1.0,253.0,4.0,5.0,4.0,508.0,84.0,40.0,9.0,1079592200.0,0.77,0.0,652.0,0.79,0.0,1463717400.0,1312410600.0,64.0,1.0,667.0,0.0,22.0,4.0,235.0,2.0,2.128,0.008,0.996,0.331,391.787
37.0,0.0,1.0,260.0,4.0,5.0,4.0,537.0,85.0,37.0,9.0,1113749400.0,0.78,0.0,670.0,0.8,0.0,1444705000.0,1312700900.0,66.0,1.0,664.0,0.0,22.0,4.0,241.0,2.0,0.003,0.009,0.997,0.289,390.758
37.0,0.0,1.0,271.0,4.0,5.0,4.0,511.0,86.0,36.0,9.0,1106806500.0,0.76,0.0,654.0,0.78,0.0,1465900000.0,1322979600.0,65.0,1.0,654.0,0.0,23.0,4.0,235.0,2.0,0.0,0.01,0.998,0.261,377.634
36.0,0.0,1.0,269.0,4.0,5.0,4.0,488.0,83.0,37.0,9.0,1091551100.0,0.75,0.0,656.0,0.77,0.0,1476859400.0,1298002300.0,63.0,1.0,664.0,0.0,22.0,4.0,237.0,2.0,6.35,0.009,0.997,0.3,376.906
36.0,0.0,1.0,262.0,4.0,5.0,4.0,509.0,85.0,39.0,9.0,1087646000.0,0.77,0.0,678.0,0.77,0.0,1467391000.0,1304494600.0,67.0,1.0,656.0,0.0,23.0,4.0,240.0,2.0,2.183,0.009,0.997,0.291,365.084
37.0,0.0,1.0,263.0,4.0,5.0,4.0,518.0,83.0,38.0,9.0,1142905700.0,0.76,0.0,674.0,0.8,0.0,1428628700.0,1369934800.0,64.0,1.0,664.0,0.0,23.0,4.0,245.0,2.0,4.059,0.011,0.998,0.256,364.123
35.0,0.0,1.0,255.0,4.0,5.0,4.0,516.0,85.0,35.0,9.0,1109315700.0,0.75,0.0,668.0,0.79,0.0,1473047800.0,1317397000.0,65.0,1.0,648.0,0.0,22.0,4.0,239.0,2.0,6.312,0.01,0.998,0.277,356.377
36.0,0.0,1.0,273.0,4.0,5.0,4.0,509.0,85.0,37.0,9.0,1129353200.0,0.75,0.0,670.0,0.77,0.0,1475740000.0,1316460800.0,64.0,1.0,648.0,0.0,23.0,4.0,243.0,2.0,6.235,0.011,0.997,0.264,355.284
37.0,0.0,1.0,261.0,4.0,5.0,4.0,513.0,85.0,38.0,9.0,1119949700.0,0.76,0.0,615.0,0.79,0.0,1491136000.0,1289041400.0,64.0,1.0,657.0,0.0,23.0,4.0,235.0,2.0,2.081,0.01,0.997,0.3,341.265
36.0,0.0,1.0,256.0,4.0,5.0,4.0,495.0,84.0,39.0,9.0,1103312000.0,0.76,0.0,663.0,0.79,0.0,1442195500.0,1308043300.0,62.0,1.0,661.0,0.0,23.0,4.0,242.0,2.0,2.092,0.01,0.997,0.303,340.091
36.0,0.0,1.0,265.0,4.0,5.0,4.0,503.0,87.0,38.0,9.0,1085549800.0,0.77,0.0,688.0,0.78,0.0,1469440500.0,1299639400.0,67.0,1.0,649.0,0.0,21.0,4.0,236.0,2.0,6.441,0.011,0.998,0.287,326.279
34.0,0.0,1.0,265.0,4.0,5.0,4.0,505.0,83.0,39.0,9.0,1135626600.0,0.77,0.0,680.0,0.78,0.0,1434365600.0,1360514400.0,65.0,1.0,664.0,0.0,23.0,4.0,244.0,2.0,6.212,0.011,0.997,0.28,320.988
