,target,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.cleaner.periodicGC.interval,spark.cleaner.referenceTracking,spark.cleaner.referenceTracking.blocking,spark.cleaner.referenceTracking.blocking.shuffle,spark.cleaner.referenceTracking.cleanCheckpoints,spark.default.parallelism,spark.driver.maxResultSize,spark.driver.memoryOverhead,spark.executor.cores,spark.executor.heartbeatInterval,spark.executor.instances,spark.executor.memory,spark.files.fetchTimeout,spark.files.maxPartitionBytes,spark.files.openCostInBytes,spark.files.overwrite,spark.files.useFetchCache,spark.hadoop.mapreduce.fileoutputcommitter.algorithm.version,spark.io.compression.lz4.blockSize,spark.io.compression.snappy.blockSize,spark.kryo.referenceTracking,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.memory.useLegacyMode,spark.port.maxRetries,spark.python.worker.memory,spark.python.worker.reuse,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.rpc.io.backLog,spark.rpc.lookupTimeout,spark.rpc.message.maxSize,spark.rpc.retry.wait,spark.scheduler.blacklist.unschedulableTaskSetTimeout,spark.scheduler.listenerbus.eventqueue.capacity,spark.scheduler.minRegisteredResourcesRatio,spark.scheduler.mode,spark.scheduler.revive.interval,spark.serializer.objectStreamReset,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.backLog,spark.shuffle.io.maxRetries,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.io.preferDirectBufs,spark.shuffle.maxChunksBeingTransferred,spark.shuffle.memoryFraction,spark.shuffle.service.index.cache.size,spark.shuffle.sort.bypassMergeThreshold,spark.shuffle.spill.compress,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.stage.maxConsecutiveAttempts,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,spark.storage.replication.proactive,spark.storage.unrollFraction,spark.streaming.backpressure.enabled,spark.streaming.blockInterval,spark.streaming.receiver.writeAheadLog.enable,spark.streaming.stopGracefullyOnShutdown,spark.streaming.unpersist,spark.task.maxFailures,spark.task.reaper.enabled,spark.task.reaper.pollingInterval,spark.task.reaper.threadDump
1,138.311,209.09398034658443,0.7203244934421581,0.00011437481734488664,34.18660581054718,0.14675589081711304,0.0923385947687978,0.1862602113776709,0.34556072704304774,203.2095973214896,269.8695502676751,1081.5396719670825,7.166975503570836,8.066783745972762,12.537409236691346,1.4108138979688924,66.93272571248815,131571411.3001084,5612124.473313995,0.14038693859523377,0.1981014890848788,1.8007445686755368,247.93844023272698,81.60974125244768,0.6923226156693141,112.42503318930083,115.35279962046168,1.7653979023280013,83869680.52273901,0.5849152097822845,0.8781425034294131,107.36336549471959,0.7105538125025261,0.9578895301505019,18.928627979244478,731.3168433648127,0.31551563100606295,0.6865009276815837,1792344983.419739,39273786.34556972,375.3220131575388,126.9306645350235,187.1147874197663,140.9415520401382,4.946396642257443,51.67746138130482,10062.083471166294,0.8817191006186191,0.2936141483736795,15.81321625214474,82.50714302956942,0.019366957870297075,339.7389309370056,33.39537392000709,4.12437327497781,2.966292637121353,0.053362545117080384,5.295300268361052e+18,0.14672857490581015,138.39583053549262,729.7825240188381,0.10233442882782584,419.9154279413726,4.472000788638725,0.41417926952690265,2.2997207536765227,0.5358964059155116,348.70759034890494,0.5148891120583086,0.9445947559908133,0.5865550405019929,456.53086187954756,0.13747470414623753,0.13927634725075855,0.8073912887095238,4.386061021913202,0.16535419711693278,18.767645866732575,0.34776585974550656
2,138.311,375.6552394649416,0.7259979853504515,0.8833060912058098,59.893776564448714,0.7509424340273372,0.34889834197784253,0.2699278917650261,0.8958862181960668,218.6208654166771,482.45518352704437,1487.9666523698977,6.595261481882096,6.721189594300627,13.393871104484855,7.748682002199108,60.487273007099226,129418022.16465575,3588396.817011878,0.9033795205622538,0.5736794866722859,1.002870327031159,158.75480805966387,84.96780505011242,0.5270581022576093,113.62870451315759,50.87237120029997,9.176816358278193,1338655411.0225203,0.5079106214232781,0.9294372337437613,693.9879483417548,0.9986614252257402,0.17234050834532855,7.839800989608577,941.2232437684066,0.6968181614899002,0.06600017272206249,1622344553.8218668,1618936789.0444548,461.5892432376952,100.30637682833328,56.09690201415459,10.920186786057998,1.1310549343885965,35.94436248436687,6431.799216854826,0.8720055897365776,0.5388310643416528,28.53545497691676,260.50772308990145,0.12417331511991114,140.3126558265586,78.29111257499454,9.756765986557397,3.24412087702284,0.01864728937294302,7.384533004994694e+18,0.23297427384102043,171.06577934281688,449.07457965775455,0.8635418545594287,749.6504263098128,3.7812011699520944,0.13645522566068502,2.3595061370732697,0.12134345574073735,70.04834534514278,0.1074941291060929,0.2257093386078547,0.7129889803826767,301.8726419243641,0.012555980159115854,0.07197427968948678,0.967276330000272,5.408602771519653,0.20329323466099047,7.289537657695498,0.7438258540750929
3,279.487,98.51931107355007,0.5813589272732578,0.9700199890883123,77.74630411920282,0.23984775914758616,0.49376971426872995,0.6199557183813798,0.8289808995501787,85.14136616587346,10.26952488652735,500.5168471487859,5.3771059984332865,14.094941924799954,8.826217245037776,5.760436139832411,89.20313080887142,169725582.7555573,4488793.461349472,0.5509482191178968,0.7453344309065021,1.6692328934531846,69.28956764635359,18.849047944824157,0.3700841979141063,81.34440588471712,33.220881189780755,7.7747999836493245,142886158.26290753,0.6301575492892705,0.8047545637433454,201.49993979709447,0.8197304404399701,0.5246703091237337,29.89462317118182,357.59478386476076,0.06596109068402378,0.7350659632886695,1658239693.295025,1949519698.6605234,466.0540625292218,33.33935100565731,79.2160380854983,308.77240014382716,5.7450816034380825,229.53698504188674,12019.757387512815,0.8831212699532549,0.6415662089463375,20.720370278779818,171.49766677422744,0.6043104829199732,275.2244128327727,119.14177120477444,9.349867485068849,2.5795024516942195,0.9632625284407118,1.604457831713024e+18,0.12632951943963733,70.2618737070097,555.095949109207,0.021524805274197978,948.4905091055042,5.135577355853663,0.015018980742122379,3.0571775334503313,0.332063574366837,108.9485801649126,0.8094906921265821,0.34473665268329345,0.9401074823333672,311.906380976186,0.8788319844118441,0.8447344453922219,0.9053923187086492,4.759281594900842,0.5463468160203733,16.57626104958467,0.28571885173414757
4,279.487,245.63650778734393,0.5991103076458784,0.015533275550835723,57.478512655730974,0.4336763489894583,0.8073605288848414,0.31524480309537295,0.8928887085251513,292.30574991999146,92.82109061210507,1695.1142450856391,6.508280593404406,5.8086390811062945,7.042324160013587,11.186032548481444,84.3021244584268,33648860.01815552,8242389.208726354,0.37658031474577447,0.9737835383583225,1.604716100974053,212.526835227096,147.97672219585797,0.6280761983073504,37.98261149365744,78.42000087872995,7.750195873323939,1843214516.6057498,0.8775410942338401,0.698057248447303,865.8346357540538,0.6613404984183733,0.6707887907875872,16.624470219573777,461.19359977148304,0.4108113499221856,0.4014795834695406,681576840.5918919,1335561676.14223,215.6933881398109,125.48499948101622,172.33818720120533,100.08637432512833,3.133505046740164,102.10271035262883,16357.4984712542,0.8759996577126864,0.903841955826372,33.81055099401259,117.55206550743945,0.25236670150458973,427.5940734060038,71.3257575570496,8.417288672036785,3.2899540687664253,0.7331425252875111,4.787037331554458e+18,0.770883910501888,135.32869860570733,519.1388907327828,0.3426889079532818,77.52725493253708,2.8896208966404995,0.07962607769825236,7.89690268238267,0.18161285133076377,415.3364139742429,0.8749616449558981,0.6884132523859433,0.5694944127453757,122.43714656702394,0.4668800227633063,0.345172051155215,0.2250399578140846,5.555071212594781,0.31226983770191696,18.577194408961965,0.9096355249515571
5,279.487,129.3020285973159,0.1108913007440292,0.19296273201911285,49.966733654310886,0.7285856679745962,0.20819443840879148,0.24803355837723073,0.851671874936367,212.59756938762345,308.72584851046287,772.8204556941121,1.9177053348321769,12.737855254527947,7.725691844597389,3.2900746613974485,63.52643622182909,161332085.77337945,6212628.336423172,0.1445455401246598,0.7515278171352439,1.2220491397999227,133.9153633889724,201.4651911682912,0.02233042799180618,42.8696699254995,112.75068516801332,8.602386468418626,1156292184.10807,0.9333041370832564,0.9498059913536265,828.1429276530479,0.9270577219182694,0.09874340182034835,22.23652130554775,741.4668136691133,0.6102408126466297,0.799615261736028,74241138.9854638,1654075089.040406,366.13257176902397,56.93104575664189,83.98455275265081,316.5193553976338,2.7264873079554075,197.28362238153036,10030.63217606223,0.8565498829568344,0.9904717836238407,16.411920297627205,85.75145706452484,0.9013084363492738,271.23813006479924,124.96884450260987,7.092835200015178,4.975652098441916,0.5460708041429516,4.855422238259342e+18,0.1354279030721699,103.35577564758216,123.59671056673596,0.1603951795196491,748.1808207804211,1.1519984496439442,0.36654309724374434,7.174077517028264,0.6926777175073543,360.9239639297758,0.18863680095531088,0.44190428074842336,0.5815774073442912,495.38826844866736,0.20390622523312185,0.24773290176235485,0.26217308377291193,6.501034479787957,0.4569753274356928,3.967800452988615,0.5085162406102396
6,1103.16,106.7681221571943,0.7986042447602102,0.29733138150727223,12.20848095636029,0.593432449464621,0.8438404289311888,0.3810161240622142,0.7498583107261434,259.4816073221871,270.93495067613213,1980.498710246756,8.23564802348782,5.48484599935361,10.512647014775542,7.975022223452591,86.32842589765698,85564779.38502088,3777423.860675321,0.081473964877262,0.42861882866378653,1.1090187640190683,162.98183719542715,205.95266229292943,0.6968004961201785,98.54263401554708,49.094494381222376,8.6126633472491,920773827.3721575,0.9120049352061594,0.6264961586242938,151.98881818354246,0.539193449927474,0.01833264291300729,5.868299933901981,527.8850855537526,0.11334192276759048,0.027783348848669953,1621052689.4876087,847934955.8508114,373.72230930815505,75.43086336765936,124.51821687015983,239.55818085219767,3.37001963281097,198.6643018439756,9243.065357439245,0.8809372320687247,0.037061047954035864,39.1459684505801,81.4103452844347,0.6185135669120855,6.171766406280738,72.63527390916164,2.024143652956771,4.804775141960818,0.905402033702778,7.341499234571131e+18,0.9152743199147875,71.83373467375955,241.95706288347995,0.187631672902434,626.2709432769219,5.529047480041509,0.9899551783590737,6.266734752594895,0.7318004091422953,459.1819420449145,0.4008737323711209,0.24985068022503676,0.17343017078712286,103.75567265017804,0.8126105880328287,0.14679237341724316,0.2642974827269007,6.914535071801184,0.31058725179421,19.70109663798003,0.2666387021516352
7,1103.16,47.076958789630105,0.1862602113776709,0.34556072704304774,41.741397938453595,0.538816734003357,0.4191945144032948,0.6852195003967595,0.20445224973151743,440.03377870434514,14.666409005765155,1499.6579369368612,4.755743221304143,13.380347426686274,3.684643263142805,3.971522336273182,76.05211980728757,260980702.40482563,4069046.4262250373,0.6923226156693141,0.8763891522960383,1.8946066635038474,23.60122968792359,11.91991494115212,0.1698304195645689,112.64595543210605,19.801620059966012,4.78996862504547,2057051619.613371,0.7665826424865085,0.6918771139504734,322.3604746960023,0.8432504638407918,0.8346256718973729,4.512071765637371,782.1258426320117,0.9888610889064947,0.7481656543798394,602248894.053268,1694964452.87192,52.50977728224337,74.9977785128869,220.80505564955007,147.51346003846606,2.4388766929317436,57.30600014483831,2348.6052416653474,0.8357671065879781,0.21162811600005904,14.746239649866858,172.8932898200846,0.053362545117080384,287.4846851405145,25.60742898869722,6.714444295226274,3.7990334400837247,0.10233442882782584,3.8189924197472855e+18,0.6944001577277451,112.1268904290354,144.95811305147845,0.5358964059155116,667.1566987675909,3.574445560291543,0.9445947559908133,5.519330243011957,0.9034019152878835,111.86361686580689,0.13927634725075855,0.8073912887095238,0.3976768369855336,124.40938870261975,0.9275085803960339,0.34776585974550656,0.7508121031361555,6.355987912102709,0.8833060912058098,13.602427519945351,0.7509424340273372
8,274.615,93.28247248386644,0.849802999628482,0.8206804276155039,37.9033588591242,0.4752756913270674,0.17761652016074347,0.8680930909494642,0.7864640461024726,363.654908200584,348.0332662085242,913.7710050914555,7.706356070220653,16.6207606584805,12.240131577385835,12.405429134579748,87.24639422136097,101562446.39312789,7094532.859998507,0.22184153422651498,0.6822342049844854,1.0843137623662695,56.79189803556838,130.7670626811007,0.8741545866540111,48.025921977568125,119.56221418782407,7.792784953033649,10365824.391471488,0.7523100519912096,0.5926352834147437,114.92847291621355,0.8642945896536929,0.20296726226908435,14.89826087584952,665.9900455915925,0.03721217284569278,0.25734445426709174,443881189.4093285,1627541383.7289054,475.8081588854142,68.0822254435442,82.63814038665275,188.95101394970249,4.926024641101284,109.26809696546103,7658.691820886593,0.7829136697891239,0.10187447027831165,36.06177356040933,249.36949133165615,0.7152500238809134,137.85550612820268,116.79613819380407,5.964801530513161,3.9323744640943237,0.35238289460385586,9.161444059797034e+18,0.03150227567446673,168.02249531572969,632.3484354698016,0.7034193513618049,235.22562043374668,4.596660219150223,0.9399323347127684,6.141866789930937,0.8979238599131795,190.76621383912394,0.6908382838980673,0.2587704928519642,0.7689381653995268,244.6186727863383,0.31824276818242425,0.10282430793707698,0.7497800846932486,4.838541520092291,0.9094673710701633,11.83811336200655,0.206940916686997
9,274.615,407.08994747012423,0.8966978073931946,0.10415492539883009,89.26107697910996,0.7359929868803483,0.3760963631761455,0.5777246533274528,0.08054521685415328,169.49374809078077,324.2558657671032,472.1047124151002,9.917901714426623,13.219837160706513,9.12262828161596,7.022354302276836,53.854690614559125,236229101.43727642,2949737.9230958493,0.526903519759269,0.9952442082070267,1.8763129229159288,215.35793039214838,72.32290663162051,0.7324456449961402,46.115641782243834,86.536281039396,8.525034686308015,1234544158.4701846,0.873406087127456,0.6173313631842413,389.14883583447164,0.9184410948119226,0.10377232072231346,8.363791294317755,590.2675647615919,0.7901112506896658,0.9541280213526093,917698839.7389984,1484705324.1076846,176.05285750396158,75.71342830298653,123.92841349745001,122.65976144701408,2.933142211061673,218.26273059568481,18503.233629800397,0.8591595820096274,0.16617755366495057,17.801545853586205,298.2302847732914,0.05292288379270749,417.50300706216484,64.51168109019041,9.414711185481067,3.060915917421575,0.1183282859089988,1.0031113627497743e+18,0.246890158102136,73.72799796237842,385.1108505800339,0.8713862583367523,800.3644811559034,5.641159687710138,0.04993115942842674,4.045725067956718,0.39598966488088394,368.8402741568919,0.43362321038157925,0.6934604389037772,0.9212264580225499,125.38149192993392,0.5977921010976507,0.8294878752202222,0.99128220775894,6.332708357696136,0.41731560370767307,15.91225077360176,0.7805560373062449
10,274.615,27.75759584752636,0.8866531811526744,0.5833643908335622,73.16277447861282,0.7018085020700561,0.6651611282250296,0.5635177067572599,0.5584465006797029,346.8235293224102,274.41242460418715,917.6788855554754,4.562797842383578,11.481212244301926,2.061112413310644,6.448575513078644,58.0888397372761,196145139.95952627,8347439.680371394,0.5941412157751857,0.4355925043251735,1.4642178375607702,108.59083205644312,59.112166994180775,0.12469701643889097,86.97869703006718,118.89447616726994,4.70597786239847,169231772.62049666,0.6776440863457496,0.9624434906203998,904.432823510527,0.5206791012948637,0.4998502336820686,23.254261913343015,858.4860607923921,0.46321496065224455,0.20333701839231677,1253526797.4494965,949573461.6251178,321.4930636332636,70.29399984822771,64.9515643139539,235.46311423115122,1.739726042223653,219.62387801319792,2931.1069058767553,0.7328557560618502,0.9048152140361739,20.87689960256775,97.08038288331262,0.7619092139118401,325.7453018348684,57.524137679331034,3.9268300546053956,2.5225451527224205,0.43961693843695515,5.837179472126729e+18,0.4355651150718529,72.52323257140905,919.1239699684943,0.020643125532353257,486.31924725633723,3.5466915258711604,0.3724959008962384,6.803285831780245,0.40826253163263804,239.92761525819188,0.4516612363215916,0.39213760257231767,0.568797630735003,269.10921279699426,0.13521706186626747,0.6412562713837688,0.0218873087994661,4.0856545771932335,0.5158303682678923,4.9900293036640635,0.6705663505207196
