spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
47.0,1.0,0.0,464.0,4.0,6.0,7.0,528.0,94.0,89.0,8.0,1522432000.0,0.88,1.0,477.0,0.88,0.0,1092964400.0,1744039200.0,36.0,1.0,891.0,1.0,42.0,3.0,342.0,2.0,4.154,0.005,0.998,0.231,814.64
48.0,1.0,0.0,476.0,4.0,6.0,7.0,531.0,94.0,87.0,8.0,1479207600.0,0.88,1.0,475.0,0.87,0.0,1095299000.0,1732108300.0,34.0,1.0,888.0,1.0,43.0,3.0,342.0,2.0,4.31,0.006,0.998,0.22,788.689
47.0,1.0,0.0,474.0,4.0,6.0,7.0,527.0,93.0,86.0,8.0,1511849000.0,0.9,1.0,474.0,0.86,0.0,1098775300.0,1756634600.0,36.0,1.0,892.0,1.0,43.0,3.0,336.0,2.0,2.159,0.006,0.999,0.223,766.645
48.0,1.0,0.0,473.0,4.0,6.0,7.0,540.0,96.0,89.0,8.0,1507092200.0,0.9,1.0,471.0,0.87,0.0,1106678800.0,1766243800.0,35.0,1.0,894.0,1.0,43.0,3.0,334.0,2.0,0.07,0.006,0.998,0.231,730.429
48.0,1.0,0.0,488.0,4.0,6.0,7.0,543.0,92.0,89.0,8.0,1501825900.0,0.89,1.0,479.0,0.87,0.0,1102533600.0,1754586000.0,35.0,1.0,903.0,1.0,43.0,3.0,348.0,2.0,4.287,0.006,0.998,0.23,688.233
47.0,1.0,0.0,477.0,4.0,6.0,7.0,525.0,94.0,87.0,8.0,1517984500.0,0.9,1.0,482.0,0.86,0.0,1085427200.0,1726724700.0,36.0,1.0,895.0,1.0,43.0,3.0,335.0,2.0,2.186,0.007,0.998,0.235,637.619
48.0,1.0,0.0,476.0,4.0,6.0,7.0,536.0,93.0,89.0,8.0,1501986300.0,0.89,1.0,482.0,0.86,0.0,1098183600.0,1780874100.0,35.0,1.0,915.0,1.0,42.0,3.0,340.0,2.0,2.169,0.007,0.998,0.246,620.222
47.0,1.0,0.0,480.0,4.0,6.0,7.0,539.0,93.0,90.0,8.0,1498523800.0,0.89,1.0,500.0,0.88,0.0,1073741800.0,1744059000.0,35.0,1.0,893.0,1.0,43.0,3.0,344.0,2.0,6.45,0.007,0.999,0.217,619.699
48.0,1.0,0.0,479.0,4.0,6.0,7.0,538.0,93.0,87.0,8.0,1516118400.0,0.89,1.0,469.0,0.88,0.0,1073741800.0,1761481700.0,34.0,1.0,893.0,1.0,43.0,3.0,340.0,2.0,4.375,0.007,0.998,0.228,609.236
47.0,1.0,0.0,483.0,4.0,6.0,7.0,527.0,96.0,92.0,8.0,1500505300.0,0.9,1.0,487.0,0.88,0.0,1103163300.0,1738328600.0,35.0,1.0,902.0,1.0,42.0,3.0,342.0,2.0,2.403,0.008,0.998,0.24,551.931
