spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryMapThreshold,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
32.0,1.0,0.0,369.0,4.0,9.0,10.0,877.0,110.0,98.0,5.0,1226909000.0,0.72,0.0,303.0,0.71,1.0,1702687100.0,1762992800.0,45.0,0.0,764.0,1.0,39.0,3.0,350.0,8.0,7.825,0.06,0.999,0.299,56.098
32.0,1.0,0.0,376.0,4.0,9.0,10.0,877.0,111.0,94.0,5.0,1233607700.0,0.73,0.0,293.0,0.7,1.0,1731566600.0,1747447300.0,43.0,0.0,761.0,1.0,39.0,3.0,350.0,8.0,10.029,0.062,0.999,0.307,52.917
32.0,1.0,0.0,373.0,4.0,9.0,10.0,877.0,112.0,97.0,5.0,1202125800.0,0.73,0.0,304.0,0.71,1.0,1692024700.0,1732541300.0,43.0,0.0,770.0,1.0,39.0,3.0,350.0,8.0,12.034,0.059,0.999,0.326,52.023
32.0,1.0,0.0,369.0,4.0,9.0,10.0,877.0,111.0,96.0,5.0,1190763400.0,0.73,0.0,292.0,0.7,1.0,1718799900.0,1739970700.0,44.0,0.0,767.0,1.0,40.0,3.0,350.0,8.0,12.255,0.06,0.999,0.326,51.393
32.0,1.0,0.0,367.0,4.0,9.0,10.0,877.0,107.0,97.0,5.0,1241934500.0,0.72,0.0,326.0,0.71,1.0,1668921600.0,1743383900.0,44.0,0.0,762.0,1.0,39.0,3.0,350.0,8.0,7.984,0.064,0.999,0.312,50.453
32.0,1.0,0.0,371.0,4.0,9.0,10.0,877.0,109.0,95.0,5.0,1262069200.0,0.73,0.0,316.0,0.71,1.0,1690180400.0,1733093400.0,43.0,0.0,764.0,1.0,39.0,3.0,350.0,8.0,8.01,0.063,0.999,0.329,48.322
32.0,1.0,0.0,374.0,4.0,9.0,10.0,877.0,108.0,96.0,5.0,1217467600.0,0.73,0.0,313.0,0.71,1.0,1715760300.0,1726159100.0,43.0,0.0,763.0,1.0,39.0,3.0,350.0,8.0,12.484,0.062,0.999,0.337,47.937
32.0,1.0,0.0,375.0,4.0,9.0,10.0,877.0,112.0,95.0,5.0,1222671900.0,0.73,0.0,288.0,0.7,1.0,1726718000.0,1731182100.0,43.0,0.0,761.0,1.0,39.0,3.0,350.0,8.0,12.233,0.062,0.999,0.341,47.486
32.0,1.0,0.0,365.0,4.0,9.0,10.0,877.0,110.0,96.0,5.0,1227618000.0,0.72,0.0,324.0,0.71,1.0,1723406800.0,1754935300.0,44.0,0.0,766.0,1.0,39.0,3.0,350.0,8.0,10.229,0.063,0.999,0.337,47.143
32.0,1.0,0.0,370.0,4.0,9.0,10.0,877.0,110.0,94.0,5.0,1240778000.0,0.72,0.0,311.0,0.71,1.0,1714226400.0,1734863400.0,43.0,0.0,760.0,1.0,39.0,3.0,350.0,8.0,10.336,0.062,0.999,0.34,47.102
32.0,1.0,0.0,369.0,4.0,9.0,10.0,877.0,108.0,95.0,5.0,1225340900.0,0.72,0.0,322.0,0.71,1.0,1676201200.0,1718273000.0,44.0,0.0,769.0,1.0,39.0,3.0,350.0,8.0,8.03,0.063,0.999,0.342,46.171
32.0,1.0,0.0,367.0,4.0,9.0,10.0,877.0,108.0,97.0,5.0,1232952400.0,0.73,0.0,295.0,0.71,1.0,1721699500.0,1735028700.0,43.0,0.0,764.0,1.0,39.0,3.0,350.0,8.0,7.985,0.06,0.999,0.365,45.536
32.0,1.0,0.0,367.0,4.0,9.0,10.0,877.0,109.0,98.0,5.0,1214334700.0,0.73,0.0,294.0,0.71,1.0,1715111600.0,1767593900.0,44.0,0.0,765.0,1.0,40.0,3.0,350.0,8.0,10.277,0.059,0.999,0.372,45.241
32.0,1.0,0.0,371.0,4.0,9.0,10.0,877.0,112.0,94.0,5.0,1224979500.0,0.72,0.0,314.0,0.71,1.0,1682860800.0,1709930100.0,43.0,0.0,769.0,1.0,39.0,3.0,350.0,8.0,11.897,0.063,0.999,0.356,44.647
32.0,1.0,0.0,372.0,4.0,9.0,10.0,877.0,111.0,94.0,5.0,1234838300.0,0.72,0.0,317.0,0.71,1.0,1685817200.0,1717907700.0,43.0,0.0,764.0,1.0,39.0,3.0,350.0,8.0,7.955,0.063,0.999,0.357,44.579
32.0,1.0,0.0,369.0,4.0,9.0,10.0,877.0,113.0,96.0,5.0,1197856800.0,0.73,0.0,288.0,0.71,1.0,1694237200.0,1764271100.0,44.0,0.0,767.0,1.0,39.0,3.0,350.0,8.0,12.374,0.059,0.999,0.385,44.086
32.0,1.0,0.0,369.0,4.0,9.0,10.0,877.0,110.0,98.0,5.0,1240169600.0,0.72,0.0,313.0,0.71,1.0,1694339300.0,1766111400.0,44.0,0.0,768.0,1.0,40.0,3.0,350.0,8.0,5.979,0.061,0.999,0.371,43.909
32.0,1.0,0.0,359.0,4.0,9.0,10.0,877.0,108.0,95.0,5.0,1245218300.0,0.73,0.0,305.0,0.71,1.0,1696861400.0,1736804400.0,44.0,0.0,762.0,1.0,38.0,3.0,350.0,8.0,7.926,0.062,0.999,0.366,43.761
32.0,1.0,0.0,372.0,4.0,9.0,10.0,877.0,107.0,97.0,5.0,1260002300.0,0.72,0.0,323.0,0.71,1.0,1676011500.0,1727801600.0,44.0,0.0,763.0,1.0,39.0,3.0,350.0,8.0,10.091,0.064,0.999,0.36,43.571
32.0,1.0,0.0,374.0,4.0,9.0,10.0,877.0,112.0,96.0,5.0,1202148500.0,0.72,0.0,283.0,0.71,1.0,1735909600.0,1737897300.0,43.0,0.0,758.0,1.0,39.0,3.0,350.0,8.0,12.459,0.061,0.999,0.375,43.445
32.0,1.0,0.0,371.0,4.0,9.0,10.0,877.0,110.0,94.0,5.0,1233382800.0,0.72,0.0,295.0,0.7,1.0,1718116400.0,1755595500.0,43.0,0.0,763.0,1.0,39.0,3.0,350.0,8.0,8.089,0.061,0.999,0.375,43.381
32.0,1.0,0.0,369.0,4.0,9.0,10.0,877.0,111.0,96.0,5.0,1206474200.0,0.73,0.0,282.0,0.71,1.0,1713346800.0,1762391600.0,43.0,0.0,767.0,1.0,40.0,3.0,350.0,8.0,10.141,0.061,0.999,0.377,43.194
32.0,1.0,0.0,370.0,4.0,9.0,10.0,877.0,110.0,92.0,5.0,1219486700.0,0.71,0.0,312.0,0.71,1.0,1695892200.0,1736936800.0,43.0,0.0,763.0,1.0,39.0,3.0,350.0,8.0,7.983,0.063,0.999,0.371,43.072
32.0,1.0,0.0,368.0,4.0,9.0,10.0,877.0,109.0,96.0,5.0,1242183600.0,0.73,0.0,326.0,0.72,1.0,1685230300.0,1727169700.0,44.0,0.0,764.0,1.0,38.0,3.0,350.0,8.0,10.16,0.064,0.999,0.363,43.02
32.0,1.0,0.0,369.0,4.0,9.0,10.0,877.0,109.0,95.0,5.0,1208992300.0,0.72,0.0,300.0,0.71,1.0,1701120000.0,1758620900.0,44.0,0.0,766.0,1.0,39.0,3.0,350.0,8.0,9.771,0.059,0.999,0.393,42.899
32.0,1.0,0.0,377.0,4.0,9.0,10.0,877.0,111.0,94.0,5.0,1210045600.0,0.72,0.0,300.0,0.71,1.0,1711268600.0,1718505300.0,43.0,0.0,765.0,1.0,39.0,3.0,350.0,8.0,7.945,0.061,0.999,0.385,42.732
32.0,1.0,0.0,370.0,4.0,9.0,10.0,877.0,108.0,96.0,5.0,1260754400.0,0.73,0.0,328.0,0.71,1.0,1667323900.0,1739518500.0,44.0,0.0,768.0,1.0,39.0,3.0,350.0,8.0,8.096,0.064,0.999,0.368,42.57
32.0,1.0,0.0,370.0,4.0,9.0,10.0,877.0,108.0,96.0,5.0,1257861600.0,0.73,0.0,314.0,0.71,1.0,1687754200.0,1760922100.0,44.0,0.0,764.0,1.0,39.0,3.0,350.0,8.0,5.851,0.062,0.999,0.382,42.402
32.0,1.0,0.0,371.0,4.0,9.0,10.0,877.0,112.0,98.0,5.0,1262818700.0,0.73,0.0,302.0,0.71,1.0,1701164500.0,1772540200.0,44.0,0.0,767.0,1.0,40.0,3.0,350.0,8.0,10.08,0.06,0.999,0.391,42.253
32.0,1.0,0.0,369.0,4.0,9.0,10.0,877.0,111.0,94.0,5.0,1236107300.0,0.72,0.0,316.0,0.71,1.0,1684696300.0,1731146500.0,44.0,0.0,769.0,1.0,40.0,3.0,350.0,8.0,12.067,0.063,0.999,0.379,42.066
